Serial Number:20394472 --,,,,,
,,,,,
Date Time - GMT -07:00,"Temp, (*C)",Button Down,Button Up,Host Connect,EOF
7/1/18 15:52,33.72, , , , 
7/1/18 16:07,34.06, , , , 
7/1/18 16:22,35.99, , , , 
7/1/18 16:37,35.39, , , , 
7/1/18 16:52,35.3, , , , 
7/1/18 17:07,34.49, , , , 
7/1/18 17:22,34.15, , , , 
7/1/18 17:37,33.42, , , , 
7/1/18 17:52,32.73, , , , 
7/1/18 18:07,32.39, , , , 
7/1/18 18:22,31.79, , , , 
7/1/18 18:37,30.2, , , , 
7/1/18 18:52,29.17, , , , 
7/1/18 19:07,28.1, , , , 
7/1/18 19:22,27.15, , , , 
7/1/18 19:37,26.51, , , , 
7/1/18 19:52,25.52, , , , 
7/1/18 20:07,24.84, , , , 
7/1/18 20:22,23.81, , , , 
7/1/18 20:37,22.52, , , , 
7/1/18 20:52,21.49, , , , 
7/1/18 21:07,20.85, , , , 
7/1/18 21:22,20.5, , , , 
7/1/18 21:37,19.95, , , , 
7/1/18 21:52,19.99, , , , 
7/1/18 22:07,19.9, , , , 
7/1/18 22:22,19.9, , , , 
7/1/18 22:37,19.73, , , , 
7/1/18 22:52,19.6, , , , 
7/1/18 23:07,19.69, , , , 
7/1/18 23:22,19.47, , , , 
7/1/18 23:37,19.09, , , , 
7/1/18 23:52,18.96, , , , 
7/2/18 0:07,19.09, , , , 
7/2/18 0:22,19.43, , , , 
7/2/18 0:37,19.65, , , , 
7/2/18 0:52,19.6, , , , 
7/2/18 1:07,19.82, , , , 
7/2/18 1:22,19.95, , , , 
7/2/18 1:37,20.12, , , , 
7/2/18 1:52,20.2, , , , 
7/2/18 2:07,20.16, , , , 
7/2/18 2:22,20.07, , , , 
7/2/18 2:37,19.9, , , , 
7/2/18 2:52,19.82, , , , 
7/2/18 3:07,19.65, , , , 
7/2/18 3:22,19.04, , , , 
7/2/18 3:37,18.23, , , , 
7/2/18 3:52,17.24, , , , 
7/2/18 4:07,16.51, , , , 
7/2/18 4:22,15.87, , , , 
7/2/18 4:37,15.36, , , , 
7/2/18 4:52,14.84, , , , 
7/2/18 5:07,14.33, , , , 
7/2/18 5:22,13.9, , , , 
7/2/18 5:37,13.64, , , , 
7/2/18 5:52,13.34, , , , 
7/2/18 6:07,13.21, , , , 
7/2/18 6:22,13.08, , , , 
7/2/18 6:37,13.34, , , , 
7/2/18 6:52,14.03, , , , 
7/2/18 7:07,14.54, , , , 
7/2/18 7:22,16.08, , , , 
7/2/18 7:37,17.89, , , , 
7/2/18 7:52,20.07, , , , 
7/2/18 8:07,21.45, , , , 
7/2/18 8:22,22.95, , , , 
7/2/18 8:37,24.45, , , , 
7/2/18 8:52,25.65, , , , 
7/2/18 9:07,26.64, , , , 
7/2/18 9:22,27.54, , , , 
7/2/18 9:37,28.35, , , , 
7/2/18 9:52,29.38, , , , 
7/2/18 10:07,30.03, , , , 
7/2/18 10:22,31.1, , , , 
7/2/18 10:37,31.83, , , , 
7/2/18 10:52,31.96, , , , 
7/2/18 11:07,32.99, , , , 
7/2/18 11:22,33.59, , , , 
7/2/18 11:37,34.36, , , , 
7/2/18 11:52,35.3, , , , 
7/2/18 12:07,35.95, , , , 
