Serial Number:20575508 --,,,,,
,,,,,
Date Time - GMT -07:00,"Temp, (*C)",Host Connect,Button Down,Button Up,EOF
6/22/19 23:00,21.15, , , , 
6/22/19 23:15,20.85, , , , 
6/22/19 23:30,20.46, , , , 
6/22/19 23:45,20.12, , , , 
6/23/19 0:00,19.82, , , , 
6/23/19 0:15,19.69, , , , 
6/23/19 0:30,19.35, , , , 
6/23/19 0:45,19.13, , , , 
6/23/19 1:00,18.83, , , , 
6/23/19 1:15,18.36, , , , 
6/23/19 1:30,17.93, , , , 
6/23/19 1:45,17.37, , , , 
6/23/19 2:00,17.03, , , , 
6/23/19 2:15,16.81, , , , 
6/23/19 2:30,16.6, , , , 
6/23/19 2:45,16.04, , , , 
6/23/19 3:00,15.7, , , , 
6/23/19 3:15,15.23, , , , 
6/23/19 3:30,15.01, , , , 
6/23/19 3:45,14.75, , , , 
6/23/19 4:00,14.54, , , , 
6/23/19 4:15,14.2, , , , 
6/23/19 4:30,13.94, , , , 
6/23/19 4:45,13.73, , , , 
6/23/19 5:00,13.34, , , , 
6/23/19 5:15,13.25, , , , 
6/23/19 5:30,13.04, , , , 
6/23/19 5:45,12.87, , , , 
6/23/19 6:00,13, , , , 
6/23/19 6:15,13.04, , , , 
6/23/19 6:30,13.04, , , , 
6/23/19 6:45,13.55, , , , 
6/23/19 7:00,14.58, , , , 
6/23/19 7:15,16.17, , , , 
6/23/19 7:30,17.67, , , , 
6/23/19 7:45,19.26, , , , 
6/23/19 8:00,20.46, , , , 
6/23/19 8:15,21.49, , , , 
6/23/19 8:30,22.18, , , , 
6/23/19 8:45,23.12, , , , 
6/23/19 9:00,24.02, , , , 
6/23/19 9:15,25.09, , , , 
6/23/19 9:30,25.87, , , , 
6/23/19 9:45,26.68, , , , 
6/23/19 10:00,27.37, , , , 
6/23/19 10:15,28.4, , , , 
6/23/19 10:30,29.21, , , , 
6/23/19 10:45,29.94, , , , 
6/23/19 11:00,30.76, , , , 
6/23/19 11:15,31.44, , , , 
6/23/19 11:30,32.43, , , , 
6/23/19 11:45,32.99, , , , 
6/23/19 12:00,33.8, , , , 
6/23/19 12:15,34.19, , , , 
6/23/19 12:30,34.75, , , , 
6/23/19 12:45,35.26, , , , 
6/23/19 13:00,35.78, , , , 
6/23/19 13:15,36.12, , , , 
6/23/19 13:30,36.51, , , , 
6/23/19 13:45,36.72, , , , 
6/23/19 14:00,36.98, , , , 
6/23/19 14:15,36.85, , , , 
6/23/19 14:30,37.02, , , , 
6/23/19 14:45,37.02, , , , 
6/23/19 15:00,37.02, , , , 
6/23/19 15:15,36.93, , , , 
6/23/19 15:30,36.81, , , , 
6/23/19 15:45,36.59, , , , 
6/23/19 16:00,36.51, , , , 
6/23/19 16:15,36.38, , , , 
6/23/19 16:30,36.03, , , , 
6/23/19 16:45,35.69, , , , 
6/23/19 17:00,35.22, , , , 
6/23/19 17:15,34.66, , , , 
6/23/19 17:30,34.23, , , , 
6/23/19 17:45,33.72, , , , 
6/23/19 18:00,33.16, , , , 
6/23/19 18:15,32.39, , , , 
6/23/19 18:30,31.66, , , , 
6/23/19 18:45,30.76, , , , 
6/23/19 19:00,29.94, , , , 
6/23/19 19:15,29.08, , , , 
6/23/19 19:30,28.57, , , , 
6/23/19 19:45,27.71, , , , 
6/23/19 20:00,27.11, , , , 
6/23/19 20:15,26.25, , , , 
6/23/19 20:30,25.31, , , , 
6/23/19 20:45,24.71, , , , 
6/23/19 21:00,24.15, , , , 
6/23/19 21:15,23.68, , , , 
6/23/19 21:30,23.29, , , , 
6/23/19 21:45,22.78, , , , 
6/23/19 22:00,22.31, , , , 
6/23/19 22:15,21.79, , , , 
6/23/19 22:30,21.28, , , , 
6/23/19 22:45,20.85, , , , 
6/23/19 23:00,20.46, , , , 
6/23/19 23:15,19.9, , , , 
6/23/19 23:30,19.52, , , , 
6/23/19 23:45,19.17, , , , 
6/24/19 0:00,18.92, , , , 
6/24/19 0:15,18.44, , , , 
6/24/19 0:30,18.1, , , , 
6/24/19 0:45,17.8, , , , 
6/24/19 1:00,17.33, , , , 
6/24/19 1:15,16.99, , , , 
6/24/19 1:30,16.51, , , , 
6/24/19 1:45,16.08, , , , 
6/24/19 2:00,15.87, , , , 
6/24/19 2:15,15.36, , , , 
6/24/19 2:30,15.1, , , , 
6/24/19 2:45,14.93, , , , 
6/24/19 3:00,14.67, , , , 
6/24/19 3:15,14.54, , , , 
6/24/19 3:30,14.2, , , , 
6/24/19 3:45,14.03, , , , 
6/24/19 4:00,13.64, , , , 
6/24/19 4:15,13.51, , , , 
6/24/19 4:30,13.34, , , , 
6/24/19 4:45,13.21, , , , 
6/24/19 5:00,13.04, , , , 
6/24/19 5:15,12.78, , , , 
6/24/19 5:30,12.65, , , , 
6/24/19 5:45,12.48, , , , 
6/24/19 6:00,12.44, , , , 
6/24/19 6:15,12.61, , , , 
6/24/19 6:30,12.82, , , , 
6/24/19 6:45,12.91, , , , 
6/24/19 7:00,13.85, , , , 
6/24/19 7:15,15.53, , , , 
6/24/19 7:30,17.59, , , , 
6/24/19 7:45,19.47, , , , 
6/24/19 8:00,20.93, , , , 
6/24/19 8:15,22.18, , , , 
6/24/19 8:30,23.21, , , , 
6/24/19 8:45,24.15, , , , 
6/24/19 9:00,25.27, , , , 
6/24/19 9:15,26.25, , , , 
6/24/19 9:30,27.8, , , , 
6/24/19 9:45,28.83, , , , 
6/24/19 10:00,29.51, , , , 
6/24/19 10:15,30.33, , , , 
6/24/19 10:30,30.93, , , , 
6/24/19 10:45,31.92, , , , 
6/24/19 11:00,32.52, , , , 
6/24/19 11:15,33.25, , , , 
6/24/19 11:30,33.67, , , , 
6/24/19 11:45,34.32, , , , 
6/24/19 12:00,35.18, , , , 
6/24/19 12:15,35.65, , , , 
6/24/19 12:30,36.25, , , , 
6/24/19 12:45,36.59, , , , 
6/24/19 13:00,37.02, , , , 
6/24/19 13:15,37.41, , , , 
6/24/19 13:30,37.75, , , , 
6/24/19 13:45,38.22, , , , 
6/24/19 14:00,38.39, , , , 
6/24/19 14:15,38.61, , , , 
6/24/19 14:30,38.78, , , , 
6/24/19 14:45,38.78, , , , 
6/24/19 15:00,38.65, , , , 
6/24/19 15:15,38.56, , , , 
6/24/19 15:30,38.44, , , , 
6/24/19 15:45,38.31, , , , 
6/24/19 16:00,37.96, , , , 
6/24/19 16:15,37.92, , , , 
6/24/19 16:30,37.66, , , , 
6/24/19 16:45,37.45, , , , 
6/24/19 17:00,37.23, , , , 
6/24/19 17:15,36.55, , , , 
6/24/19 17:30,36.08, , , , 
6/24/19 17:45,35.56, , , , 
6/24/19 18:00,35.05, , , , 
6/24/19 18:15,34.19, , , , 
6/24/19 18:30,33.29, , , , 
6/24/19 18:45,32.34, , , , 
6/24/19 19:00,31.31, , , , 
6/24/19 19:15,30.37, , , , 
6/24/19 19:30,29.81, , , , 
6/24/19 19:45,29.21, , , , 
6/24/19 20:00,28.44, , , , 
6/24/19 20:15,27.84, , , , 
6/24/19 20:30,27.07, , , , 
6/24/19 20:45,26.51, , , , 
6/24/19 21:00,25.87, , , , 
6/24/19 21:15,24.97, , , , 
6/24/19 21:30,23.98, , , , 
6/24/19 21:45,23.64, , , , 
6/24/19 22:00,23.21, , , , 
6/24/19 22:15,22.73, , , , 
6/24/19 22:30,22.22, , , , 
6/24/19 22:45,21.79, , , , 
6/24/19 23:00,21.4, , , , 
6/24/19 23:15,20.89, , , , 
6/24/19 23:30,20.63, , , , 
6/24/19 23:45,20.37, , , , 
6/25/19 0:00,20.16, , , , 
6/25/19 0:15,19.86, , , , 
6/25/19 0:30,19.52, , , , 
6/25/19 0:45,19.26, , , , 
6/25/19 1:00,18.92, , , , 
6/25/19 1:15,18.66, , , , 
6/25/19 1:30,18.4, , , , 
6/25/19 1:45,18.1, , , , 
6/25/19 2:00,17.84, , , , 
6/25/19 2:15,17.41, , , , 
6/25/19 2:30,17.07, , , , 
6/25/19 2:45,16.64, , , , 
6/25/19 3:00,16.26, , , , 
6/25/19 3:15,15.83, , , , 
6/25/19 3:30,15.48, , , , 
6/25/19 3:45,15.06, , , , 
6/25/19 4:00,14.93, , , , 
6/25/19 4:15,14.75, , , , 
6/25/19 4:30,14.5, , , , 
6/25/19 4:45,14.28, , , , 
6/25/19 5:00,14.07, , , , 
6/25/19 5:15,13.9, , , , 
6/25/19 5:30,13.68, , , , 
6/25/19 5:45,13.55, , , , 
6/25/19 6:00,13.43, , , , 
6/25/19 6:15,13.6, , , , 
6/25/19 6:30,13.73, , , , 
6/25/19 6:45,14.15, , , , 
6/25/19 7:00,14.8, , , , 
6/25/19 7:15,16, , , , 
6/25/19 7:30,17.93, , , , 
6/25/19 7:45,19.56, , , , 
6/25/19 8:00,21.1, , , , 
6/25/19 8:15,22.82, , , , 
6/25/19 8:30,23.85, , , , 
6/25/19 8:45,25.31, , , , 
6/25/19 9:00,26.51, , , , 
6/25/19 9:15,27.28, , , , 
6/25/19 9:30,28.53, , , , 
6/25/19 9:45,29.34, , , , 
6/25/19 10:00,30.33, , , , 
6/25/19 10:15,31.1, , , , 
6/25/19 10:30,31.79, , , , 
6/25/19 10:45,32.6, , , , 
6/25/19 11:00,33.29, , , , 
6/25/19 11:15,33.97, , , , 
6/25/19 11:30,34.62, , , , 
6/25/19 11:45,35.39, , , , 
6/25/19 12:00,35.99, , , , 
6/25/19 12:15,36.51, , , , 
6/25/19 12:30,36.98, , , , 
6/25/19 12:45,37.36, , , , 
6/25/19 13:00,37.79, , , , 
6/25/19 13:15,38.09, , , , 
6/25/19 13:30,38.48, , , , 
6/25/19 13:45,38.78, , , , 
6/25/19 14:00,38.78, , , , 
6/25/19 14:15,38.99, , , , 
6/25/19 14:30,39.04, , , , 
6/25/19 14:45,39.34, , , , 
6/25/19 15:00,39.38, , , , 
6/25/19 15:15,39.34, , , , 
6/25/19 15:30,39.17, , , , 
6/25/19 15:45,38.99, , , , 
6/25/19 16:00,38.78, , , , 
6/25/19 16:15,38.69, , , , 
6/25/19 16:30,38.22, , , , 
6/25/19 16:45,38.05, , , , 
6/25/19 17:00,37.79, , , , 
6/25/19 17:15,37.49, , , , 
6/25/19 17:30,37.19, , , , 
6/25/19 17:45,36.21, , , , 
6/25/19 18:00,35.22, , , , 
6/25/19 18:15,34.53, , , , 
6/25/19 18:30,33.42, , , , 
6/25/19 18:45,32.3, , , , 
6/25/19 19:00,31.31, , , , 
6/25/19 19:15,30.71, , , , 
6/25/19 19:30,30.07, , , , 
6/25/19 19:45,29.38, , , , 
6/25/19 20:00,28.7, , , , 
6/25/19 20:15,28.01, , , , 
6/25/19 20:30,27.41, , , , 
6/25/19 20:45,26.9, , , , 
6/25/19 21:00,26.51, , , , 
6/25/19 21:15,25.91, , , , 
6/25/19 21:30,25.48, , , , 
6/25/19 21:45,24.97, , , , 
6/25/19 22:00,24.54, , , , 
6/25/19 22:15,24.06, , , , 
6/25/19 22:30,23.72, , , , 
6/25/19 22:45,23.42, , , , 
6/25/19 23:00,23.12, , , , 
6/25/19 23:15,22.86, , , , 
6/25/19 23:30,22.56, , , , 
6/25/19 23:45,22.35, , , , 
6/26/19 0:00,21.83, , , , 
6/26/19 0:15,21.49, , , , 
6/26/19 0:30,21.15, , , , 
6/26/19 0:45,20.76, , , , 
6/26/19 1:00,20.42, , , , 
6/26/19 1:15,20.2, , , , 
6/26/19 1:30,19.9, , , , 
6/26/19 1:45,19.43, , , , 
6/26/19 2:00,19.17, , , , 
6/26/19 2:15,19.04, , , , 
6/26/19 2:30,18.87, , , , 
6/26/19 2:45,18.79, , , , 
6/26/19 3:00,18.44, , , , 
6/26/19 3:15,18.19, , , , 
6/26/19 3:30,18.1, , , , 
6/26/19 3:45,17.93, , , , 
6/26/19 4:00,17.8, , , , 
6/26/19 4:15,17.54, , , , 
6/26/19 4:30,17.24, , , , 
6/26/19 4:45,16.9, , , , 
6/26/19 5:00,16.64, , , , 
6/26/19 5:15,16.51, , , , 
6/26/19 5:30,16.69, , , , 
6/26/19 5:45,17.11, , , , 
6/26/19 6:00,17.63, , , , 
6/26/19 6:15,17.97, , , , 
6/26/19 6:30,18.19, , , , 
6/26/19 6:45,18.62, , , , 
6/26/19 7:00,19.39, , , , 
6/26/19 7:15,20.63, , , , 
6/26/19 7:30,21.62, , , , 
6/26/19 7:45,22.65, , , , 
6/26/19 8:00,23.46, , , , 
6/26/19 8:15,24.36, , , , 
6/26/19 8:30,25.31, , , , 
6/26/19 8:45,26.04, , , , 
6/26/19 9:00,27.02, , , , 
6/26/19 9:15,27.8, , , , 
6/26/19 9:30,28.57, , , , 
6/26/19 9:45,29.47, , , , 
6/26/19 10:00,30.2, , , , 
6/26/19 10:15,31.19, , , , 
6/26/19 10:30,31.7, , , , 
6/26/19 10:45,32.43, , , , 
6/26/19 11:00,33.12, , , , 
6/26/19 11:15,33.55, , , , 
6/26/19 11:30,34.23, , , , 
6/26/19 11:45,34.66, , , , 
6/26/19 12:00,35.13, , , , 
6/26/19 12:15,35.78, , , , 
6/26/19 12:30,36.03, , , , 
6/26/19 12:45,36.38, , , , 
6/26/19 13:00,36.63, , , , 
6/26/19 13:15,37.02, , , , 
6/26/19 13:30,37.15, , , , 
6/26/19 13:45,37.36, , , , 
6/26/19 14:00,37.71, , , , 
6/26/19 14:15,37.92, , , , 
6/26/19 14:30,38.01, , , , 
6/26/19 14:45,38.05, , , , 
6/26/19 15:00,38.48, , , , 
6/26/19 15:15,38.35, , , , 
6/26/19 15:30,38.31, , , , 
6/26/19 15:45,38.14, , , , 
6/26/19 16:00,38.05, , , , 
6/26/19 16:15,37.75, , , , 
6/26/19 16:30,37.06, , , , 
6/26/19 16:45,37.06, , , , 
6/26/19 17:00,37.11, , , , 
6/26/19 17:15,36.38, , , , 
6/26/19 17:30,35.78, , , , 
6/26/19 17:45,35.65, , , , 
6/26/19 18:00,35.3, , , , 
6/26/19 18:15,34.75, , , , 
6/26/19 18:30,33.97, , , , 
6/26/19 18:45,33.12, , , , 
6/26/19 19:00,32.39, , , , 
6/26/19 19:15,31.61, , , , 
6/26/19 19:30,31.01, , , , 
6/26/19 19:45,30.41, , , , 
6/26/19 20:00,29.77, , , , 
6/26/19 20:15,28.95, , , , 
6/26/19 20:30,28.14, , , , 
6/26/19 20:45,27.58, , , , 
6/26/19 21:00,27.11, , , , 
6/26/19 21:15,26.64, , , , 
6/26/19 21:30,26.12, , , , 
6/26/19 21:45,25.69, , , , 
6/26/19 22:00,25.27, , , , 
6/26/19 22:15,24.84, , , , 
6/26/19 22:30,24.36, , , , 
6/26/19 22:45,23.94, , , , 
6/26/19 23:00,23.59, , , , 
6/26/19 23:15,23.21, , , , 
6/26/19 23:30,22.91, , , , 
6/26/19 23:45,22.43, , , , 
6/27/19 0:00,21.83, , , , 
6/27/19 0:15,21.62, , , , 
6/27/19 0:30,21.53, , , , 
6/27/19 0:45,21.19, , , , 
6/27/19 1:00,20.98, , , , 
6/27/19 1:15,20.55, , , , 
6/27/19 1:30,20.07, , , , 
6/27/19 1:45,19.56, , , , 
6/27/19 2:00,19.26, , , , 
6/27/19 2:15,18.96, , , , 
6/27/19 2:30,18.74, , , , 
6/27/19 2:45,18.66, , , , 
6/27/19 3:00,18.57, , , , 
6/27/19 3:15,18.44, , , , 
6/27/19 3:30,18.27, , , , 
6/27/19 3:45,17.93, , , , 
6/27/19 4:00,17.67, , , , 
6/27/19 4:15,17.46, , , , 
6/27/19 4:30,17.41, , , , 
6/27/19 4:45,17.24, , , , 
6/27/19 5:00,17.07, , , , 
6/27/19 5:15,16.94, , , , 
6/27/19 5:30,16.9, , , , 
6/27/19 5:45,16.81, , , , 
6/27/19 6:00,16.69, , , , 
6/27/19 6:15,16.69, , , , 
6/27/19 6:30,16.69, , , , 
6/27/19 6:45,16.77, , , , 
6/27/19 7:00,17.93, , , , 
6/27/19 7:15,19.3, , , , 
6/27/19 7:30,20.93, , , , 
6/27/19 7:45,22.48, , , , 
6/27/19 8:00,23.59, , , , 
6/27/19 8:15,24.84, , , , 
6/27/19 8:30,25.65, , , , 
6/27/19 8:45,26.72, , , , 
6/27/19 9:00,27.71, , , , 
6/27/19 9:15,28.57, , , , 
6/27/19 9:30,29.43, , , , 
6/27/19 9:45,30.33, , , , 
6/27/19 10:00,31.1, , , , 
6/27/19 10:15,31.96, , , , 
6/27/19 10:30,32.56, , , , 
6/27/19 10:45,33.46, , , , 
6/27/19 11:00,34.15, , , , 
6/27/19 11:15,34.75, , , , 
6/27/19 11:30,35.48, , , , 
6/27/19 11:45,36.08, , , , 
6/27/19 12:00,36.72, , , , 
6/27/19 12:15,37.28, , , , 
6/27/19 12:30,37.84, , , , 
6/27/19 12:45,38.26, , , , 
6/27/19 13:00,38.56, , , , 
6/27/19 13:15,38.91, , , , 
6/27/19 13:30,39.42, , , , 
6/27/19 13:45,39.77, , , , 
6/27/19 14:00,40.07, , , , 
6/27/19 14:15,40.45, , , , 
6/27/19 14:30,40.8, , , , 
6/27/19 14:45,40.88, , , , 
6/27/19 15:00,41.05, , , , 
6/27/19 15:15,41.14, , , , 
6/27/19 15:30,40.84, , , , 
6/27/19 15:45,40.84, , , , 
6/27/19 16:00,40.62, , , , 
6/27/19 16:15,40.24, , , , 
6/27/19 16:30,40.02, , , , 
6/27/19 16:45,39.59, , , , 
6/27/19 17:00,39.25, , , , 
6/27/19 17:15,38.82, , , , 
6/27/19 17:30,38.18, , , , 
6/27/19 17:45,37.66, , , , 
6/27/19 18:00,36.85, , , , 
6/27/19 18:15,36.21, , , , 
6/27/19 18:30,35.43, , , , 
6/27/19 18:45,34.4, , , , 
6/27/19 19:00,33.67, , , , 
6/27/19 19:15,32.82, , , , 
6/27/19 19:30,32.13, , , , 
6/27/19 19:45,31.36, , , , 
6/27/19 20:00,30.67, , , , 
6/27/19 20:15,30.16, , , , 
6/27/19 20:30,29.77, , , , 
6/27/19 20:45,29.21, , , , 
6/27/19 21:00,28.7, , , , 
6/27/19 21:15,28.27, , , , 
6/27/19 21:30,27.63, , , , 
6/27/19 21:45,27.2, , , , 
6/27/19 22:00,26.77, , , , 
6/27/19 22:15,26.17, , , , 
6/27/19 22:30,25.95, , , , 
6/27/19 22:45,25.57, , , , 
6/27/19 23:00,25.18, , , , 
6/27/19 23:15,24.84, , , , 
6/27/19 23:30,24.32, , , , 
6/27/19 23:45,24.02, , , , 
6/28/19 0:00,23.64, , , , 
6/28/19 0:15,23.16, , , , 
6/28/19 0:30,22.95, , , , 
6/28/19 0:45,22.52, , , , 
6/28/19 1:00,22.13, , , , 
6/28/19 1:15,21.83, , , , 
6/28/19 1:30,21.49, , , , 
6/28/19 1:45,21.28, , , , 
6/28/19 2:00,20.89, , , , 
6/28/19 2:15,20.68, , , , 
6/28/19 2:30,20.42, , , , 
6/28/19 2:45,20.29, , , , 
6/28/19 3:00,20.03, , , , 
6/28/19 3:15,19.77, , , , 
6/28/19 3:30,19.47, , , , 
6/28/19 3:45,19.43, , , , 
6/28/19 4:00,19.43, , , , 
6/28/19 4:15,19.35, , , , 
6/28/19 4:30,19.39, , , , 
6/28/19 4:45,19.39, , , , 
6/28/19 5:00,19.86, , , , 
6/28/19 5:15,20.2, , , , 
6/28/19 5:30,20.37, , , , 
6/28/19 5:45,20.25, , , , 
6/28/19 6:00,20.12, , , , 
6/28/19 6:15,19.99, , , , 
6/28/19 6:30,19.9, , , , 
6/28/19 6:45,19.9, , , , 
6/28/19 7:00,20.16, , , , 
6/28/19 7:15,21.19, , , , 
6/28/19 7:30,22.43, , , , 
6/28/19 7:45,23.81, , , , 
6/28/19 8:00,25.14, , , , 
6/28/19 8:15,26.25, , , , 
6/28/19 8:30,27.54, , , , 
6/28/19 8:45,29, , , , 
6/28/19 9:00,29, , , , 
6/28/19 9:15,28.87, , , , 
6/28/19 9:30,28.95, , , , 
6/28/19 9:45,29.17, , , , 
6/28/19 10:00,29.47, , , , 
6/28/19 10:15,30.16, , , , 
6/28/19 10:30,30.59, , , , 
6/28/19 10:45,30.63, , , , 
6/28/19 11:00,30.84, , , , 
6/28/19 11:15,30.8, , , , 
6/28/19 11:30,31.06, , , , 
6/28/19 11:45,31.44, , , , 
6/28/19 12:00,31.96, , , , 
6/28/19 12:15,32.99, , , , 
6/28/19 12:30,33.8, , , , 
6/28/19 12:45,35.26, , , , 
6/28/19 13:00,36.46, , , , 
6/28/19 13:15,36.93, , , , 
6/28/19 13:30,37.06, , , , 
6/28/19 13:45,36.85, , , , 
6/28/19 14:00,36.38, , , , 
6/28/19 14:15,35.99, , , , 
6/28/19 14:30,36.63, , , , 
6/28/19 14:45,37.45, , , , 
6/28/19 15:00,38.18, , , , 
6/28/19 15:15,38.82, , , , 
6/28/19 15:30,38.95, , , , 
6/28/19 15:45,38.99, , , , 
6/28/19 16:00,38.61, , , , 
6/28/19 16:15,38.22, , , , 
6/28/19 16:30,37.49, , , , 
6/28/19 16:45,36.98, , , , 
6/28/19 17:00,36.85, , , , 
6/28/19 17:15,36.33, , , , 
6/28/19 17:30,36.12, , , , 
6/28/19 17:45,35.82, , , , 
6/28/19 18:00,35.56, , , , 
6/28/19 18:15,34.96, , , , 
6/28/19 18:30,34.32, , , , 
6/28/19 18:45,33.76, , , , 
6/28/19 19:00,33.16, , , , 
6/28/19 19:15,32.69, , , , 
6/28/19 19:30,32.26, , , , 
6/28/19 19:45,31.87, , , , 
6/28/19 20:00,31.27, , , , 
6/28/19 20:15,30.8, , , , 
6/28/19 20:30,30.28, , , , 
6/28/19 20:45,29.81, , , , 
6/28/19 21:00,29.3, , , , 
6/28/19 21:15,27.97, , , , 
6/28/19 21:30,27.2, , , , 
6/28/19 21:45,26.68, , , , 
6/28/19 22:00,26.25, , , , 
6/28/19 22:15,25.82, , , , 
6/28/19 22:30,25.57, , , , 
6/28/19 22:45,25.39, , , , 
6/28/19 23:00,25.05, , , , 
6/28/19 23:15,24.97, , , , 
6/28/19 23:30,24.71, , , , 
6/28/19 23:45,24.41, , , , 
6/29/19 0:00,24.11, , , , 
6/29/19 0:15,23.85, , , , 
6/29/19 0:30,23.42, , , , 
6/29/19 0:45,23.25, , , , 
6/29/19 1:00,23.08, , , , 
6/29/19 1:15,22.69, , , , 
6/29/19 1:30,22.61, , , , 
6/29/19 1:45,22.43, , , , 
6/29/19 2:00,22.18, , , , 
6/29/19 2:15,21.92, , , , 
