Serial Number:20575500 --,,,,,
,,,,,
Date Time - GMT -07:00,"Temp, (*C)",Button Down,Button Up,Host Connect,EOF
6/27/19 15:34,46.84, , , , 
6/27/19 15:49,43.24, , , , 
6/27/19 16:04,42.9, , , , 
6/27/19 16:19,42.3, , , , 
6/27/19 16:34,42, , , , 
6/27/19 16:49,41.1, , , , 
6/27/19 17:04,40.28, , , , 
6/27/19 17:19,39.38, , , , 
6/27/19 17:34,38.39, , , , 
6/27/19 17:49,37.49, , , , 
6/27/19 18:04,36.81, , , , 
6/27/19 18:19,36.08, , , , 
6/27/19 18:34,35.26, , , , 
6/27/19 18:49,34.57, , , , 
6/27/19 19:04,33.89, , , , 
6/27/19 19:19,33.29, , , , 
6/27/19 19:34,32.77, , , , 
6/27/19 19:49,31.87, , , , 
6/27/19 20:04,30.71, , , , 
6/27/19 20:19,29.9, , , , 
6/27/19 20:34,29.08, , , , 
6/27/19 20:49,28.14, , , , 
6/27/19 21:04,27.5, , , , 
6/27/19 21:19,26.85, , , , 
6/27/19 21:34,26.34, , , , 
6/27/19 21:49,25.87, , , , 
6/27/19 22:04,25.05, , , , 
6/27/19 22:19,24.54, , , , 
6/27/19 22:34,24.45, , , , 
6/27/19 22:49,24.11, , , , 
6/27/19 23:04,23.76, , , , 
6/27/19 23:19,23.21, , , , 
6/27/19 23:34,22.48, , , , 
6/27/19 23:49,21.92, , , , 
6/28/19 0:04,21.53, , , , 
6/28/19 0:19,21.53, , , , 
6/28/19 0:34,21.15, , , , 
6/28/19 0:49,20.93, , , , 
6/28/19 1:04,20.89, , , , 
6/28/19 1:19,20.5, , , , 
6/28/19 1:34,20.2, , , , 
6/28/19 1:49,19.73, , , , 
6/28/19 2:04,19.52, , , , 
6/28/19 2:19,19.17, , , , 
6/28/19 2:34,18.7, , , , 
6/28/19 2:49,18.57, , , , 
6/28/19 3:04,18.19, , , , 
6/28/19 3:19,18.02, , , , 
6/28/19 3:34,17.93, , , , 
6/28/19 3:49,17.76, , , , 
6/28/19 4:04,18.14, , , , 
6/28/19 4:19,18.27, , , , 
6/28/19 4:34,18.32, , , , 
6/28/19 4:49,18.49, , , , 
6/28/19 5:04,18.49, , , , 
6/28/19 5:19,18.74, , , , 
