Serial Number:20394452 --,,,,,,,,
,,,,,,,,
Date Time - GMT -07:00,"Temp, (*C)",Host Connect,Button Down,Button Up,Low Power,Safe Shutdown,Stopped,EOF
6/28/18 13:49,33.8, , , , , , , 
6/28/18 13:49, ,Logged, , , , , , 
6/28/18 13:50, , ,Logged,Logged, , , , 
6/28/18 14:04,37.41, , , , , , , 
6/28/18 14:19,40.45, , , , , , , 
6/28/18 14:34,42.13, , , , , , , 
6/28/18 14:49,42.21, , , , , , , 
6/28/18 15:04,42.04, , , , , , , 
6/28/18 15:19,41.52, , , , , , , 
6/28/18 15:34,41.52, , , , , , , 
6/28/18 15:49,40.97, , , , , , , 
6/28/18 16:04,40.15, , , , , , , 
6/28/18 16:19,40.24, , , , , , , 
6/28/18 16:34,38.91, , , , , , , 
6/28/18 16:49,38.52, , , , , , , 
6/28/18 17:04,38.39, , , , , , , 
6/28/18 17:19,38.35, , , , , , , 
6/28/18 17:34,37.92, , , , , , , 
6/28/18 17:49,36.42, , , , , , , 
6/28/18 18:04,34.79, , , , , , , 
6/28/18 18:19,32.13, , , , , , , 
6/28/18 18:34,30.5, , , , , , , 
6/28/18 18:49,29.47, , , , , , , 
6/28/18 19:04,28.87, , , , , , , 
6/28/18 19:19,28.35, , , , , , , 
6/28/18 19:34,27.84, , , , , , , 
6/28/18 19:49,27.37, , , , , , , 
6/28/18 20:04,26.9, , , , , , , 
6/28/18 20:19,26.42, , , , , , , 
6/28/18 20:34,25.65, , , , , , , 
6/28/18 20:49,25.35, , , , , , , 
6/28/18 21:04,25.39, , , , , , , 
6/28/18 21:19,24.66, , , , , , , 
6/28/18 21:34,24.02, , , , , , , 
6/28/18 21:49,23.98, , , , , , , 
6/28/18 22:04,23.85, , , , , , , 
6/28/18 22:19,23.46, , , , , , , 
6/28/18 22:34,23.12, , , , , , , 
6/28/18 22:49,22.78, , , , , , , 
6/28/18 23:04,22.73, , , , , , , 
6/28/18 23:19,22.69, , , , , , , 
6/28/18 23:34,22.43, , , , , , , 
6/28/18 23:49,22.09, , , , , , , 
6/29/18 0:04,21.88, , , , , , , 
6/29/18 0:19,21.58, , , , , , , 
6/29/18 0:34,21.49, , , , , , , 
6/29/18 0:49,21.32, , , , , , , 
6/29/18 1:04,21.02, , , , , , , 
6/29/18 1:19,20.63, , , , , , , 
6/29/18 1:34,20.42, , , , , , , 
6/29/18 1:49,20.37, , , , , , , 
6/29/18 2:04,20.29, , , , , , , 
6/29/18 2:19,20.16, , , , , , , 
6/29/18 2:34,19.99, , , , , , , 
6/29/18 2:49,19.69, , , , , , , 
6/29/18 3:04,19.35, , , , , , , 
6/29/18 3:19,19.26, , , , , , , 
6/29/18 3:34,19.26, , , , , , , 
6/29/18 3:49,19.09, , , , , , , 
6/29/18 4:04,18.87, , , , , , , 
6/29/18 4:19,18.87, , , , , , , 
6/29/18 4:34,18.53, , , , , , , 
6/29/18 4:49,18.4, , , , , , , 
6/29/18 5:04,18.27, , , , , , , 
6/29/18 5:19,18.27, , , , , , , 
6/29/18 5:34,18.19, , , , , , , 
6/29/18 5:49,17.93, , , , , , , 
6/29/18 6:04,18.14, , , , , , , 
6/29/18 6:19,18.7, , , , , , , 
6/29/18 6:34,19.13, , , , , , , 
6/29/18 6:49,19.43, , , , , , , 
6/29/18 7:04,22.52, , , , , , , 
6/29/18 7:19,24.62, , , , , , , 
6/29/18 7:34,26.12, , , , , , , 
6/29/18 7:49,27.41, , , , , , , 
6/29/18 8:04,28.65, , , , , , , 
6/29/18 8:19,29.47, , , , , , , 
6/29/18 8:34,30.03, , , , , , , 
6/29/18 8:49,30.63, , , , , , , 
6/29/18 9:04,31.49, , , , , , , 
6/29/18 9:19,32.43, , , , , , , 
6/29/18 9:34,33.89, , , , , , , 
6/29/18 9:49,34.1, , , , , , , 
6/29/18 10:04,35.05, , , , , , , 
6/29/18 10:19,35.35, , , , , , , 
6/29/18 10:34,35.95, , , , , , , 
6/29/18 10:49,36.59, , , , , , , 
6/29/18 11:04,37.23, , , , , , , 
6/29/18 11:19,37.75, , , , , , , 
6/29/18 11:34,37.88, , , , , , , 
6/29/18 11:49,38.26, , , , , , , 
6/29/18 12:04,38.78, , , , , , , 
6/29/18 12:19,39.59, , , , , , , 
6/29/18 12:34,39.38, , , , , , , 
6/29/18 12:49,39.51, , , , , , , 
6/29/18 13:04,39.94, , , , , , , 
6/29/18 13:19,40.11, , , , , , , 
6/29/18 13:34,40.28, , , , , , , 
6/29/18 13:49,39.94, , , , , , , 
6/29/18 14:04,39.68, , , , , , , 
6/29/18 14:19,39.98, , , , , , , 
6/29/18 14:34,39.64, , , , , , , 
6/29/18 14:49,39.59, , , , , , , 
6/29/18 15:04,39.68, , , , , , , 
6/29/18 15:19,38.82, , , , , , , 
6/29/18 15:34,38.39, , , , , , , 
6/29/18 15:49,38.05, , , , , , , 
6/29/18 16:04,37.62, , , , , , , 
6/29/18 16:19,37.11, , , , , , , 
6/29/18 16:34,37.23, , , , , , , 
6/29/18 16:49,36.42, , , , , , , 
6/29/18 17:04,36.68, , , , , , , 
6/29/18 17:19,36.16, , , , , , , 
6/29/18 17:34,35.52, , , , , , , 
6/29/18 17:49,34.83, , , , , , , 
6/29/18 18:04,31.44, , , , , , , 
6/29/18 18:19,29.77, , , , , , , 
6/29/18 18:34,28.1, , , , , , , 
6/29/18 18:49,27.2, , , , , , , 
6/29/18 19:04,27.15, , , , , , , 
6/29/18 19:19,26.85, , , , , , , 
6/29/18 19:34,26.08, , , , , , , 
6/29/18 19:49,25.18, , , , , , , 
6/29/18 20:04,23.59, , , , , , , 
6/29/18 20:19,22.69, , , , , , , 
6/29/18 20:34,22.09, , , , , , , 
6/29/18 20:49,21.45, , , , , , , 
6/29/18 21:04,20.68, , , , , , , 
6/29/18 21:19,20.03, , , , , , , 
6/29/18 21:34,19.77, , , , , , , 
6/29/18 21:49,19.26, , , , , , , 
6/29/18 22:04,18.79, , , , , , , 
6/29/18 22:19,18.36, , , , , , , 
6/29/18 22:34,17.63, , , , , , , 
6/29/18 22:49,18.02, , , , , , , 
6/29/18 23:04,17.97, , , , , , , 
6/29/18 23:19,17.59, , , , , , , 
6/29/18 23:34,18.1, , , , , , , 
6/29/18 23:49,18.57, , , , , , , 
6/30/18 0:04,18.66, , , , , , , 
6/30/18 0:19,18.79, , , , , , , 
6/30/18 0:34,18.87, , , , , , , 
6/30/18 0:49,18.53, , , , , , , 
6/30/18 1:04,18.06, , , , , , , 
6/30/18 1:19,17.33, , , , , , , 
6/30/18 1:34,16.17, , , , , , , 
6/30/18 1:49,15.7, , , , , , , 
6/30/18 2:04,15.06, , , , , , , 
6/30/18 2:19,14.63, , , , , , , 
6/30/18 2:34,14.15, , , , , , , 
6/30/18 2:49,13.81, , , , , , , 
6/30/18 3:04,13.6, , , , , , , 
6/30/18 3:19,13.17, , , , , , , 
6/30/18 3:34,12.82, , , , , , , 
6/30/18 3:49,13.04, , , , , , , 
6/30/18 4:04,13.73, , , , , , , 
6/30/18 4:19,14.63, , , , , , , 
6/30/18 4:34,15.14, , , , , , , 
6/30/18 4:49,15.61, , , , , , , 
6/30/18 5:04,16.04, , , , , , , 
6/30/18 5:19,16.21, , , , , , , 
6/30/18 5:34,16.73, , , , , , , 
6/30/18 5:49,16.86, , , , , , , 
6/30/18 6:04,17.24, , , , , , , 
6/30/18 6:19,17.72, , , , , , , 
6/30/18 6:34,18.1, , , , , , , 
6/30/18 6:49,19.43, , , , , , , 
6/30/18 7:04,22.69, , , , , , , 
6/30/18 7:19,24.71, , , , , , , 
6/30/18 7:34,26.17, , , , , , , 
6/30/18 7:49,27.5, , , , , , , 
6/30/18 8:04,28.87, , , , , , , 
6/30/18 8:19,29.6, , , , , , , 
6/30/18 8:34,30.41, , , , , , , 
6/30/18 8:49,31.14, , , , , , , 
6/30/18 9:04,31.79, , , , , , , 
6/30/18 9:19,32.47, , , , , , , 
6/30/18 9:34,33.5, , , , , , , 
6/30/18 9:49,34.32, , , , , , , 
6/30/18 10:04,34.79, , , , , , , 
6/30/18 10:19,35.22, , , , , , , 
6/30/18 10:34,35.9, , , , , , , 
6/30/18 10:49,36.38, , , , , , , 
6/30/18 11:04,36.51, , , , , , , 
6/30/18 11:19,37.06, , , , , , , 
6/30/18 11:34,37.54, , , , , , , 
6/30/18 11:49,37.66, , , , , , , 
6/30/18 12:04,38.44, , , , , , , 
6/30/18 12:19,38.86, , , , , , , 
6/30/18 12:34,39.04, , , , , , , 
6/30/18 12:49,39.29, , , , , , , 
6/30/18 13:04,38.69, , , , , , , 
6/30/18 13:19,38.82, , , , , , , 
6/30/18 13:34,39.04, , , , , , , 
6/30/18 13:49,38.56, , , , , , , 
6/30/18 14:04,38.18, , , , , , , 
6/30/18 14:19,38.22, , , , , , , 
6/30/18 14:34,38.65, , , , , , , 
6/30/18 14:49,38.69, , , , , , , 
6/30/18 15:04,38.01, , , , , , , 
6/30/18 15:19,37.79, , , , , , , 
6/30/18 15:34,36.93, , , , , , , 
6/30/18 15:49,36.33, , , , , , , 
6/30/18 16:04,36.16, , , , , , , 
6/30/18 16:19,36.59, , , , , , , 
6/30/18 16:34,36.12, , , , , , , 
6/30/18 16:49,35.95, , , , , , , 
6/30/18 17:04,35.69, , , , , , , 
6/30/18 17:19,35.65, , , , , , , 
6/30/18 17:34,34.92, , , , , , , 
6/30/18 17:49,34.06, , , , , , , 
6/30/18 18:04,32.64, , , , , , , 
6/30/18 18:19,29.34, , , , , , , 
6/30/18 18:34,27.37, , , , , , , 
6/30/18 18:49,26.3, , , , , , , 
6/30/18 19:04,25.44, , , , , , , 
6/30/18 19:19,24.62, , , , , , , 
6/30/18 19:34,23.85, , , , , , , 
6/30/18 19:49,22.99, , , , , , , 
6/30/18 20:04,22.56, , , , , , , 
6/30/18 20:19,21.96, , , , , , , 
6/30/18 20:34,21.58, , , , , , , 
6/30/18 20:49,20.76, , , , , , , 
6/30/18 21:04,20.25, , , , , , , 
6/30/18 21:19,19.73, , , , , , , 
6/30/18 21:34,19.17, , , , , , , 
6/30/18 21:49,18.87, , , , , , , 
6/30/18 22:04,18.4, , , , , , , 
6/30/18 22:19,18.7, , , , , , , 
6/30/18 22:34,18.06, , , , , , , 
6/30/18 22:49,17.54, , , , , , , 
6/30/18 23:04,17.89, , , , , , , 
6/30/18 23:19,17.89, , , , , , , 
6/30/18 23:34,18.19, , , , , , , 
6/30/18 23:49,18.32, , , , , , , 
7/1/18 0:04,18.14, , , , , , , 
7/1/18 0:19,17.46, , , , , , , 
7/1/18 0:34,16.3, , , , , , , 
7/1/18 0:49,15.4, , , , , , , 
7/1/18 1:04,14.71, , , , , , , 
7/1/18 1:19,14.37, , , , , , , 
7/1/18 1:34,13.55, , , , , , , 
7/1/18 1:49,12.78, , , , , , , 
7/1/18 2:04,11.88, , , , , , , 
7/1/18 2:19,11.07, , , , , , , 
7/1/18 2:34,10.77, , , , , , , 
7/1/18 2:49,11.58, , , , , , , 
7/1/18 3:04,11.54, , , , , , , 
7/1/18 3:19,10.64, , , , , , , 
7/1/18 3:34,9.82, , , , , , , 
7/1/18 3:49,9.82, , , , , , , 
7/1/18 4:04,10.51, , , , , , , 
7/1/18 4:19,10.51, , , , , , , 
7/1/18 4:34,9.82, , , , , , , 
7/1/18 4:49,9.14, , , , , , , 
7/1/18 5:04,8.96, , , , , , , 
7/1/18 5:19,8.92, , , , , , , 
7/1/18 5:34,8.92, , , , , , , 
7/1/18 5:49,8.75, , , , , , , 
7/1/18 6:04,8.79, , , , , , , 
7/1/18 6:19,9.56, , , , , , , 
7/1/18 6:34,10.16, , , , , , , 
7/1/18 6:49,14.03, , , , , , , 
7/1/18 7:04,21.49, , , , , , , 
7/1/18 7:19,25.74, , , , , , , 
7/1/18 7:34,28.14, , , , , , , 
7/1/18 7:49,30.03, , , , , , , 
7/1/18 8:04,31.23, , , , , , , 
7/1/18 8:19,31.66, , , , , , , 
7/1/18 8:34,31.83, , , , , , , 
7/1/18 8:49,32.69, , , , , , , 
7/1/18 9:04,32.82, , , , , , , 
7/1/18 9:19,33.16, , , , , , , 
7/1/18 9:34,34.1, , , , , , , 
7/1/18 9:49,34.92, , , , , , , 
7/1/18 10:04,35.69, , , , , , , 
7/1/18 10:19,36.29, , , , , , , 
7/1/18 10:34,37.06, , , , , , , 
7/1/18 10:49,37.28, , , , , , , 
7/1/18 11:04,38.01, , , , , , , 
7/1/18 11:19,38.01, , , , , , , 
7/1/18 11:34,38.69, , , , , , , 
7/1/18 11:49,39.34, , , , , , , 
7/1/18 12:04,40.32, , , , , , , 
7/1/18 12:19,40.41, , , , , , , 
7/1/18 12:34,40.24, , , , , , , 
7/1/18 12:49,40.5, , , , , , , 
7/1/18 13:04,40.32, , , , , , , 
7/1/18 13:19,40.5, , , , , , , 
7/1/18 13:34,41.05, , , , , , , 
7/1/18 13:49,41.01, , , , , , , 
7/1/18 14:04,41.18, , , , , , , 
7/1/18 14:19,40.8, , , , , , , 
7/1/18 14:34,40.71, , , , , , , 
7/1/18 14:49,39.94, , , , , , , 
7/1/18 15:04,39.72, , , , , , , 
7/1/18 15:19,39.85, , , , , , , 
7/1/18 15:34,39.34, , , , , , , 
7/1/18 15:49,39.25, , , , , , , 
7/1/18 16:04,38.35, , , , , , , 
7/1/18 16:19,37.84, , , , , , , 
7/1/18 16:34,37.92, , , , , , , 
7/1/18 16:49,38.14, , , , , , , 
7/1/18 17:04,38.05, , , , , , , 
7/1/18 17:19,38.26, , , , , , , 
7/1/18 17:34,37.36, , , , , , , 
7/1/18 17:49,36.29, , , , , , , 
7/1/18 18:04,34.96, , , , , , , 
7/1/18 18:19,31.23, , , , , , , 
7/1/18 18:34,29.04, , , , , , , 
7/1/18 18:49,27.71, , , , , , , 
7/1/18 19:04,26.51, , , , , , , 
7/1/18 19:19,25.52, , , , , , , 
7/1/18 19:34,24.28, , , , , , , 
7/1/18 19:49,23.55, , , , , , , 
7/1/18 20:04,22.61, , , , , , , 
7/1/18 20:19,22.01, , , , , , , 
7/1/18 20:34,21.49, , , , , , , 
7/1/18 20:49,20.25, , , , , , , 
7/1/18 21:04,19.09, , , , , , , 
7/1/18 21:19,17.84, , , , , , , 
7/1/18 21:34,16.86, , , , , , , 
7/1/18 21:49,16.43, , , , , , , 
7/1/18 22:04,16.04, , , , , , , 
7/1/18 22:19,15.44, , , , , , , 
7/1/18 22:34,14.93, , , , , , , 
7/1/18 22:49,14.03, , , , , , , 
7/1/18 23:04,13.64, , , , , , , 
7/1/18 23:19,14.07, , , , , , , 
7/1/18 23:34,14.41, , , , , , , 
7/1/18 23:49,14.24, , , , , , , 
7/2/18 0:04,14.03, , , , , , , 
7/2/18 0:19,13.81, , , , , , , 
7/2/18 0:34,13.6, , , , , , , 
7/2/18 0:49,12.95, , , , , , , 
7/2/18 1:04,12.7, , , , , , , 
7/2/18 1:19,12.82, , , , , , , 
7/2/18 1:34,12.74, , , , , , , 
7/2/18 1:49,12.65, , , , , , , 
7/2/18 2:04,12.48, , , , , , , 
7/2/18 2:19,12.01, , , , , , , 
7/2/18 2:34,11.79, , , , , , , 
7/2/18 2:49,11.54, , , , , , , 
7/2/18 3:04,11.45, , , , , , , 
7/2/18 3:19,11.24, , , , , , , 
7/2/18 3:34,11.32, , , , , , , 
7/2/18 3:49,11.28, , , , , , , 
7/2/18 4:04,11.19, , , , , , , 
7/2/18 4:19,10.94, , , , , , , 
7/2/18 4:34,10.89, , , , , , , 
7/2/18 4:49,10.81, , , , , , , 
7/2/18 5:04,10.68, , , , , , , 
7/2/18 5:19,10.46, , , , , , , 
7/2/18 5:34,10.72, , , , , , , 
7/2/18 5:49,11.02, , , , , , , 
7/2/18 6:04,10.89, , , , , , , 
7/2/18 6:19,11.02, , , , , , , 
7/2/18 6:34,12.14, , , , , , , 
7/2/18 6:49,14.97, , , , , , , 
7/2/18 7:04,22.13, , , , , , , 
7/2/18 7:19,27.24, , , , , , , 
7/2/18 7:34,30.03, , , , , , , 
7/2/18 7:49,32.04, , , , , , , 
7/2/18 8:04,33.72, , , , , , , 
7/2/18 8:19,35.09, , , , , , , 
7/2/18 8:34,35.73, , , , , , , 
7/2/18 8:49,36.12, , , , , , , 
7/2/18 9:04,36.93, , , , , , , 
7/2/18 9:19,37.45, , , , , , , 
7/2/18 9:34,37.36, , , , , , , 
7/2/18 9:49,38.48, , , , , , , 
7/2/18 10:04,39.21, , , , , , , 
7/2/18 10:19,39.68, , , , , , , 
7/2/18 10:34,39.51, , , , , , , 
7/2/18 10:49,40.02, , , , , , , 
7/2/18 11:04,40.07, , , , , , , 
7/2/18 11:19,41.01, , , , , , , 
7/2/18 11:34,41.22, , , , , , , 
7/2/18 11:49,41.31, , , , , , , 
7/2/18 12:04,41.18, , , , , , , 
7/2/18 12:19,40.75, , , , , , , 
7/2/18 12:34,40.88, , , , , , , 
7/2/18 12:49,41.05, , , , , , , 
7/2/18 13:04,41.31, , , , , , , 
7/2/18 13:19,41.7, , , , , , , 
7/2/18 13:34,41.87, , , , , , , 
7/2/18 13:49,42.13, , , , , , , 
7/2/18 14:04,42.17, , , , , , , 
7/2/18 14:19,42.04, , , , , , , 
7/2/18 14:34,41.91, , , , , , , 
7/2/18 14:49,41.52, , , , , , , 
7/2/18 15:04,41.4, , , , , , , 
7/2/18 15:19,41.27, , , , , , , 
7/2/18 15:34,41.35, , , , , , , 
7/2/18 15:49,41.22, , , , , , , 
7/2/18 16:04,41.1, , , , , , , 
7/2/18 16:19,41.14, , , , , , , 
7/2/18 16:34,40.97, , , , , , , 
7/2/18 16:49,40.62, , , , , , , 
7/2/18 17:04,40.41, , , , , , , 
7/2/18 17:19,39.85, , , , , , , 
7/2/18 17:34,39.42, , , , , , , 
7/2/18 17:49,39.04, , , , , , , 
7/2/18 18:04,38.44, , , , , , , 
7/2/18 18:19,37.32, , , , , , , 
7/2/18 18:34,36.42, , , , , , , 
7/2/18 18:49,35.52, , , , , , , 
7/2/18 19:04,34.27, , , , , , , 
7/2/18 19:19,33.42, , , , , , , 
7/2/18 19:34,32.64, , , , , , , 
7/2/18 19:49,31.49, , , , , , , 
7/2/18 20:04,30.67, , , , , , , 
7/2/18 20:19,30.28, , , , , , , 
7/2/18 20:34,29.56, , , , , , , 
7/2/18 20:49,28.83, , , , , , , 
7/2/18 21:04,28.35, , , , , , , 
7/2/18 21:19,27.75, , , , , , , 
7/2/18 21:34,27.11, , , , , , , 
7/2/18 21:49,26.64, , , , , , , 
7/2/18 22:04,26.17, , , , , , , 
7/2/18 22:19,25.74, , , , , , , 
7/2/18 22:34,25.31, , , , , , , 
7/2/18 22:49,24.84, , , , , , , 
7/2/18 23:04,24.41, , , , , , , 
7/2/18 23:19,24.06, , , , , , , 
7/2/18 23:34,23.72, , , , , , , 
7/2/18 23:49,23.42, , , , , , , 
7/3/18 0:04,23.12, , , , , , , 
7/3/18 0:19,22.82, , , , , , , 
7/3/18 0:34,22.52, , , , , , , 
7/3/18 0:49,22.31, , , , , , , 
7/3/18 1:04,22.13, , , , , , , 
7/3/18 1:19,21.88, , , , , , , 
7/3/18 1:34,21.7, , , , , , , 
7/3/18 1:49,21.53, , , , , , , 
7/3/18 2:04,21.28, , , , , , , 
7/3/18 2:19,21.1, , , , , , , 
7/3/18 2:34,20.98, , , , , , , 
7/3/18 2:49,20.76, , , , , , , 
7/3/18 3:04,20.55, , , , , , , 
7/3/18 3:19,20.5, , , , , , , 
7/3/18 3:34,20.33, , , , , , , 
7/3/18 3:49,20.16, , , , , , , 
7/3/18 4:04,19.95, , , , , , , 
7/3/18 4:19,19.82, , , , , , , 
7/3/18 4:34,19.65, , , , , , , 
7/3/18 4:49,19.35, , , , , , , 
7/3/18 5:04,19.17, , , , , , , 
7/3/18 5:19,18.96, , , , , , , 
7/3/18 5:34,18.62, , , , , , , 
7/3/18 5:49,18.23, , , , , , , 
7/3/18 6:04,17.97, , , , , , , 
7/3/18 6:19,17.93, , , , , , , 
7/3/18 6:34,18.1, , , , , , , 
7/3/18 6:49,18.74, , , , , , , 
7/3/18 7:04,19.73, , , , , , , 
7/3/18 7:19,20.68, , , , , , , 
7/3/18 7:34,21.88, , , , , , , 
7/3/18 7:49,23.12, , , , , , , 
7/3/18 8:04,24.02, , , , , , , 
7/3/18 8:19,25.22, , , , , , , 
7/3/18 8:34,26.12, , , , , , , 
7/3/18 8:49,27.07, , , , , , , 
7/3/18 9:04,28.14, , , , , , , 
7/3/18 9:19,28.91, , , , , , , 
7/3/18 9:34,29.86, , , , , , , 
7/3/18 9:49,30.8, , , , , , , 
7/3/18 10:04,31.92, , , , , , , 
7/3/18 10:19,32.86, , , , , , , 
7/3/18 10:34,33.72, , , , , , , 
7/3/18 10:49,34.53, , , , , , , 
7/3/18 11:04,35.18, , , , , , , 
7/3/18 11:19,35.78, , , , , , , 
7/3/18 11:34,36.68, , , , , , , 
7/3/18 11:49,37.62, , , , , , , 
7/3/18 12:04,38.22, , , , , , , 
7/3/18 12:19,38.39, , , , , , , 
7/3/18 12:34,38.61, , , , , , , 
7/3/18 12:49,39.25, , , , , , , 
7/3/18 13:04,39.85, , , , , , , 
7/3/18 13:19,40.02, , , , , , , 
7/3/18 13:34,40.5, , , , , , , 
7/3/18 13:49,41.01, , , , , , , 
7/3/18 14:04,41.14, , , , , , , 
7/3/18 14:19,41.22, , , , , , , 
7/3/18 14:34,40.88, , , , , , , 
7/3/18 14:49,40.75, , , , , , , 
7/3/18 15:04,40.41, , , , , , , 
7/3/18 15:19,39.98, , , , , , , 
7/3/18 15:34,40.15, , , , , , , 
7/3/18 15:49,39.77, , , , , , , 
7/3/18 16:04,39.64, , , , , , , 
7/3/18 16:19,39.42, , , , , , , 
7/3/18 16:34,38.69, , , , , , , 
7/3/18 16:49,38.56, , , , , , , 
7/3/18 17:04,38.52, , , , , , , 
7/3/18 17:19,37.96, , , , , , , 
7/3/18 17:34,37.62, , , , , , , 
7/3/18 17:49,37.02, , , , , , , 
7/3/18 18:04,36.59, , , , , , , 
7/3/18 18:19,35.95, , , , , , , 
7/3/18 18:34,35.3, , , , , , , 
7/3/18 18:49,34.36, , , , , , , 
7/3/18 19:04,33.46, , , , , , , 
7/3/18 19:19,32.82, , , , , , , 
7/3/18 19:34,32.22, , , , , , , 
7/3/18 19:49,31.49, , , , , , , 
7/3/18 20:04,31.1, , , , , , , 
7/3/18 20:19,30.8, , , , , , , 
7/3/18 20:34,30.63, , , , , , , 
7/3/18 20:49,30.07, , , , , , , 
7/3/18 21:04,29.77, , , , , , , 
7/3/18 21:19,29.56, , , , , , , 
7/3/18 21:34,28.95, , , , , , , 
7/3/18 21:49,28.31, , , , , , , 
7/3/18 22:04,27.8, , , , , , , 
7/3/18 22:19,27.28, , , , , , , 
7/3/18 22:34,26.68, , , , , , , 
7/3/18 22:49,26.17, , , , , , , 
7/3/18 23:04,25.69, , , , , , , 
7/3/18 23:19,25.31, , , , , , , 
7/3/18 23:34,24.97, , , , , , , 
7/3/18 23:49,24.66, , , , , , , 
7/4/18 0:04,24.36, , , , , , , 
7/4/18 0:19,24.02, , , , , , , 
7/4/18 0:34,23.72, , , , , , , 
7/4/18 0:49,23.38, , , , , , , 
7/4/18 1:04,23.16, , , , , , , 
7/4/18 1:19,22.95, , , , , , , 
7/4/18 1:34,22.82, , , , , , , 
7/4/18 1:49,22.69, , , , , , , 
7/4/18 2:04,22.43, , , , , , , 
7/4/18 2:19,22.09, , , , , , , 
7/4/18 2:34,21.83, , , , , , , 
7/4/18 2:49,21.66, , , , , , , 
7/4/18 3:04,21.45, , , , , , , 
7/4/18 3:19,21.28, , , , , , , 
7/4/18 3:34,21.02, , , , , , , 
7/4/18 3:49,20.76, , , , , , , 
7/4/18 4:04,20.63, , , , , , , 
7/4/18 4:19,20.55, , , , , , , 
7/4/18 4:34,20.46, , , , , , , 
7/4/18 4:49,20.25, , , , , , , 
7/4/18 5:04,19.99, , , , , , , 
7/4/18 5:19,19.65, , , , , , , 
7/4/18 5:34,19.52, , , , , , , 
7/4/18 5:49,19.47, , , , , , , 
7/4/18 6:04,19.39, , , , , , , 
7/4/18 6:19,19.47, , , , , , , 
7/4/18 6:34,19.69, , , , , , , 
7/4/18 6:49,20.03, , , , , , , 
7/4/18 7:04,20.42, , , , , , , 
7/4/18 7:19,21.4, , , , , , , 
7/4/18 7:34,22.35, , , , , , , 
7/4/18 7:49,23.29, , , , , , , 
7/4/18 8:04,23.68, , , , , , , 
7/4/18 8:19,24.02, , , , , , , 
7/4/18 8:34,24.71, , , , , , , 
7/4/18 8:49,25.61, , , , , , , 
7/4/18 9:04,26.6, , , , , , , 
7/4/18 9:19,27.8, , , , , , , 
7/4/18 9:34,28.91, , , , , , , 
7/4/18 9:49,30.37, , , , , , , 
7/4/18 10:04,31.57, , , , , , , 
7/4/18 10:19,32.52, , , , , , , 
7/4/18 10:34,33.16, , , , , , , 
7/4/18 10:49,33.89, , , , , , , 
7/4/18 11:04,34.92, , , , , , , 
7/4/18 11:19,35.9, , , , , , , 
7/4/18 11:34,36.55, , , , , , , 
7/4/18 11:49,37.23, , , , , , , 
7/4/18 12:04,38.01, , , , , , , 
7/4/18 12:19,38.44, , , , , , , 
7/4/18 12:34,39.08, , , , , , , 
7/4/18 12:49,39.04, , , , , , , 
7/4/18 13:04,39.64, , , , , , , 
7/4/18 13:19,39.38, , , , , , , 
7/4/18 13:34,39.77, , , , , , , 
7/4/18 13:49,40.32, , , , , , , 
7/4/18 14:04,39.77, , , , , , , 
7/4/18 14:19,39.47, , , , , , , 
7/4/18 14:34,39.25, , , , , , , 
7/4/18 14:49,39.17, , , , , , , 
7/4/18 15:04,39.59, , , , , , , 
7/4/18 15:19,40.07, , , , , , , 
7/4/18 15:34,39.08, , , , , , , 
7/4/18 15:49,38.39, , , , , , , 
7/4/18 16:04,38.05, , , , , , , 
7/4/18 16:19,37.66, , , , , , , 
7/4/18 16:34,37.32, , , , , , , 
7/4/18 16:49,36.68, , , , , , , 
7/4/18 17:04,36.46, , , , , , , 
7/4/18 17:19,35.95, , , , , , , 
7/4/18 17:34,35.65, , , , , , , 
7/4/18 17:49,35.56, , , , , , , 
7/4/18 18:04,35.18, , , , , , , 
7/4/18 18:19,34.62, , , , , , , 
7/4/18 18:34,34.27, , , , , , , 
7/4/18 18:49,33.46, , , , , , , 
7/4/18 19:04,32.9, , , , , , , 
7/4/18 19:19,32.43, , , , , , , 
7/4/18 19:34,31.7, , , , , , , 
7/4/18 19:49,30.8, , , , , , , 
7/4/18 20:04,30.16, , , , , , , 
7/4/18 20:19,28.65, , , , , , , 
7/4/18 20:34,27.97, , , , , , , 
7/4/18 20:49,27.15, , , , , , , 
7/4/18 21:04,26.42, , , , , , , 
7/4/18 21:19,25.82, , , , , , , 
7/4/18 21:34,25.31, , , , , , , 
7/4/18 21:49,24.75, , , , , , , 
7/4/18 22:04,24.24, , , , , , , 
7/4/18 22:19,23.59, , , , , , , 
7/4/18 22:34,23.29, , , , , , , 
7/4/18 22:49,23.03, , , , , , , 
7/4/18 23:04,22.65, , , , , , , 
7/4/18 23:19,22.43, , , , , , , 
7/4/18 23:34,22.05, , , , , , , 
7/4/18 23:49,21.66, , , , , , , 
7/5/18 0:04,21.36, , , , , , , 
7/5/18 0:19,21.02, , , , , , , 
7/5/18 0:34,20.72, , , , , , , 
7/5/18 0:49,20.46, , , , , , , 
7/5/18 1:04,19.95, , , , , , , 
7/5/18 1:19,19.6, , , , , , , 
7/5/18 1:34,19.39, , , , , , , 
7/5/18 1:49,19.09, , , , , , , 
7/5/18 2:04,18.87, , , , , , , 
7/5/18 2:19,18.74, , , , , , , 
7/5/18 2:34,18.62, , , , , , , 
7/5/18 2:49,18.32, , , , , , , 
7/5/18 3:04,18.1, , , , , , , 
